predicted_index,gt_instance_id,voxel_iou,purity,coverage,bbox_iou,center_distance_m,semantic_eligible,semantic_consistent
0,12,0.29045092838196285,0.30823363828289935,0.8342857142857143,0.32540437678401524,0.2690617589970297,True,False
1,51,0.08812260536398467,0.48936170212765956,0.0970464135021097,0.0830130668716372,0.5131895378074203,False,False
2,61,0.00035211267605633805,0.09090909090909091,0.00035335689045936394,0.00022977941176470588,1.0200910170512232,True,False
3,10,0.15969209237228832,0.844559585492228,0.16452775775054074,0.05037753281508857,1.0624741603766332,False,False
4,35,0.1643059490084986,0.1657142857142857,0.9508196721311475,0.09428571428571429,0.2633581753792152,False,False
5,14,0.2658072437077962,0.2772087067861716,0.866,0.15404651162790697,0.6104769300892979,False,False
6,5,0.04164830321727633,0.9692307692307692,0.04170344218887908,0.007166660694449422,0.8085349877441943,False,False
7,63,0.12151898734177215,0.2096069868995633,0.22429906542056074,0.30505709624796085,0.32740573365717934,False,False
10,4,0.016941742266914417,0.8806818181818182,0.016980718667835234,0.000854027066088556,1.8729354066457546,True,False
12,44,0.28405422853453843,0.4569055036344756,0.42884990253411304,0.26085001124353496,0.48949818675429313,False,False
13,7,0.22607781282860148,0.26039563988696,0.6317335945151812,0.283203125,0.2795945077699648,True,True
18,0,0.12329724065665386,0.23980978260869565,0.20240825688073394,0.03138105567606652,0.7912797072137908,False,False
20,9,0.2037914691943128,0.5013717421124828,0.2555944055944056,0.15855519755808037,1.4247001738408802,True,False
23,8,0.025032938076416336,1.0,0.025032938076416336,0.008062746818780166,0.8110692360155897,False,False
25,17,0.23660714285714285,1.0,0.23660714285714285,0.1048951048951049,0.1472776698139123,False,False
26,24,0.12435322525008624,0.31225638804677347,0.17125890736342042,0.025656575080468348,2.2187106543652715,False,False
27,58,0.13074879628092312,0.2553088020748906,0.2113526570048309,0.6420902965237281,2.33243867903006,True,False
