predicted_index,gt_instance_id,voxel_iou,purity,coverage,bbox_iou,center_distance_m,semantic_eligible,semantic_consistent
0,61,0.06513872135102533,0.9,0.06561360874848117,0.015304560759106214,1.1617334313250083,True,False
1,51,0.22796709753231492,0.470873786407767,0.30647709320695105,0.29676985195154776,1.03457444410254,False,False
2,58,0.027425088877602845,0.782608695652174,0.027635619242579325,0.00271333604666938,1.9360515819181103,True,False
4,66,0.3070539419087137,0.38642297650130547,0.5991902834008097,0.3611111111111111,0.6888818626067458,True,True
7,10,0.18796592119275826,0.889168765743073,0.19247546346782987,0.05894736842105263,1.016396976697983,False,False
8,35,0.20202020202020202,0.20408163265306123,0.9523809523809523,0.10714285714285714,0.28960362979539916,False,False
9,12,0.19863013698630136,1.0,0.19863013698630136,0.05844155844155844,0.15116035549871987,True,False
10,42,0.0056179775280898875,0.1111111111111111,0.0058823529411764705,0.0022222222222222222,0.6256708510397704,False,False
11,14,0.2909090909090909,0.29698375870069604,0.9343065693430657,0.18181818181818182,0.5920197707735836,False,False
13,63,0.14163090128755365,0.24087591240875914,0.2558139534883721,0.3253012048192771,0.3271201667992815,False,False
14,5,0.2479281767955801,0.716566866267465,0.27488514548238896,0.19204545454545455,0.5358817860569391,False,False
18,24,0.030146425495262703,0.7608695652173914,0.030434782608695653,0.0036458333333333334,0.9570161923596505,False,False
20,44,0.32671081677704195,0.46835443037974683,0.519298245614035,0.25906735751295334,0.5085770873584647,False,False
21,7,0.23673469387755103,0.2740157480314961,0.635036496350365,0.2878684030157642,0.32036807302173065,True,True
26,0,0.14251207729468598,0.27505827505827507,0.22823984526112184,0.06334961066385113,0.8037203938294063,False,False
28,9,0.22104144527098832,0.49406175771971494,0.2857142857142857,0.17397769516728626,1.4388029067529242,True,False
30,4,0.013589128697042365,1.0,0.013589128697042365,0.0013257575757575758,1.628135487489756,True,False
31,8,0.02889576883384933,1.0,0.02889576883384933,0.011396011396011397,0.8268529604949704,False,False
33,17,0.2711864406779661,1.0,0.2711864406779661,0.14285714285714285,0.15041425429699012,False,False
34,26,0.119281045751634,0.119281045751634,1.0,0.1625615763546798,0.15255870297803265,False,False
35,15,1.0,1.0,1.0,1.0,0.0,True,True
