bbox_gap_voxels,contact_fraction_r1,contact_fraction_r2,duplicate_score_r1,duplicate_score_r2,exact_voxel_iou,gt_false_split_pair,gt_instance_id,gt_instance_label,label_hist_cosine,left_index,left_label,left_uid,min_distance_m,right_index,right_label,right_uid,scene,voxel_size_m
0,0.009569377990430622,0.10047846889952153,2.265640028497131e-09,2.3789220299219874e-08,0.0,False,,,2.367593829779502e-07,0,trash bin,4d32d276-88ef-401e-9008-00043c5c2433,0.05,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,office0,0.05
0,0.22488038277511962,0.4880382775119617,0.2128972813646633,0.4620323978552267,0.03209876543209877,True,10,ceiling,0.946713442664141,0,trash bin,4d32d276-88ef-401e-9008-00043c5c2433,0.0,2,trash bin,a66971cb-acd9-4720-9778-9505861322ca,office0,0.05
0,0.215311004784689,0.49282296650717705,0.09977286643596184,0.22836900539786822,0.010844748858447488,False,,,0.46338953522480053,0,trash bin,4d32d276-88ef-401e-9008-00043c5c2433,0.0,11,picture,a036bb7e-c379-40ec-9eda-f80c14c8ac52,office0,0.05
2,0.0,0.0,0.0,0.0,0.0,False,,,0.1075247757357555,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,0.21794494717703372,3,chair,d556506a-49aa-4a6e-8c3b-1cd841b4bdf4,office0,0.05
0,0.0,0.0,0.0,0.0,0.0,False,,,0.018865464560736393,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,0.32015621187164245,5,coffee table,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,office0,0.05
0,0.04225352112676056,0.08642765685019206,0.011344301520508951,0.023204253110131946,0.006422607578676943,True,4,chair,0.2684818026520452,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,0.0,11,picture,a036bb7e-c379-40ec-9eda-f80c14c8ac52,office0,0.05
0,0.5311704834605598,0.6507633587786259,0.5165683963662445,0.6328736161469078,0.1887844979448033,False,,,0.9725096036978877,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,0.0,21,sofa chair,988a8dab-de7d-42db-9fd2-c902bd5b5ffe,office0,0.05
2,0.0,0.0,0.0,0.0,0.0,False,,,0.007584249379673435,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,0.5722761571129799,25,tissue box,e67ecfce-00ab-4f41-97e2-ab363fefea89,office0,0.05
0,0.0,0.0,0.0,0.0,0.0,False,,,0.16204278954923088,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,0.29154759474226505,28,window,803f469d-7639-4541-a1d9-e7b503dfdda3,office0,0.05
0,0.5368421052631579,0.8631578947368421,0.49753596309214826,0.7999597837952188,0.008469449485783424,False,,,0.9267826763481193,1,sofa chair,f3bcde54-e766-4931-ae65-6c52d5db6d46,0.0,31,pillow,1bbcdac1-983a-480e-b589-d152c490f1b6,office0,0.05
0,0.5454545454545454,1.0,0.1027992454216963,0.1884652832731099,0.009174311926605505,True,10,ceiling,0.1884652832731099,2,trash bin,a66971cb-acd9-4720-9778-9505861322ca,0.0,6,power outlet,9936e87a-c6b9-419e-9727-762ac54652c1,office0,0.05
0,0.0,0.019138755980861243,0.0,7.812663175697611e-09,0.0,True,10,ceiling,4.0821165093020023e-07,2,trash bin,a66971cb-acd9-4720-9778-9505861322ca,0.1,7,closet door,f9871d19-ba20-4689-b1c9-3637d885018c,office0,0.05
0,0.1722488038277512,0.3827751196172249,0.07679498297167271,0.17065551771482823,0.0056785917092561046,False,,,0.44583754002998877,2,trash bin,a66971cb-acd9-4720-9778-9505861322ca,0.0,11,picture,a036bb7e-c379-40ec-9eda-f80c14c8ac52,office0,0.05
0,0.0,0.06906906906906907,0.0,0.00013637107948996923,0.0,False,,,0.001974416063919989,3,chair,d556506a-49aa-4a6e-8c3b-1cd841b4bdf4,0.1,5,coffee table,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,office0,0.05
1,0.0,0.07507507507507508,0.0,0.07147456680902835,0.0,False,,,0.9520412298962576,3,chair,d556506a-49aa-4a6e-8c3b-1cd841b4bdf4,0.1,8,chair,9d5b4b06-4665-481a-953c-e71ecb925abd,office0,0.05
0,1.0,1.0,0.7709742858578941,0.7709742858578941,0.056842105263157895,True,4,chair,0.7709742858578941,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.0,9,speaker,c4bd14d3-0681-4b6f-b5a6-0caddcae1b24,office0,0.05
2,0.0,0.08333333333333333,0.0,0.00042401859046069723,0.0,True,4,chair,0.005088223085528367,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.15000000000000002,10,picture,af03beed-1beb-4828-9bda-9eb99320065b,office0,0.05
1,0.0,0.0,0.0,0.0,0.0,False,,,0.0,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.2345207879911715,13,stuffed animal,f73e4700-c9c6-4021-a23a-8c32740fe8bc,office0,0.05
0,0.0,0.012667135819845179,0.0,2.0263923859986572e-05,0.0,False,,,0.0015997242113911622,4,tv,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,0.1118033988749895,14,potted plant,11c2cbf2-0f87-4e84-9e34-027c95bc0095,office0,0.05
