bbox_gap_voxels,contact_fraction_r1,contact_fraction_r2,duplicate_score_r1,duplicate_score_r2,exact_voxel_iou,gt_false_split_pair,gt_instance_id,gt_instance_label,label_hist_cosine,left_index,left_label,left_uid,min_distance_m,right_index,right_label,right_uid,scene,voxel_size_m
2,0.0,0.2,0.0,0.1997488724580746,0.0,False,,,0.9987443622903729,0,stool,16e7132b-7232-4e5e-9c2e-8f00323bae27,0.30000000000000004,2,stool,de9fde61-2b56-4f40-a0e6-545904ed15e8,room0,0.1
0,0.0,0.1111111111111111,0.0,0.0,0.0,False,,,0.0,0,stool,16e7132b-7232-4e5e-9c2e-8f00323bae27,0.223606797749979,15,sofa chair,911fae52-0421-4ddc-975c-8132bce72db2,room0,0.1
1,0.0,0.03571428571428571,0.0,4.922285504929689e-05,0.0,False,,,0.001378239941380313,1,pillow,678798f6-0e44-48e9-bd6a-aa39a3edf8e1,0.34641016151377546,3,lamp,7043cb82-a128-454a-b5b4-6852adbd54e6,room0,0.1
0,0.03571428571428571,0.6071428571428571,0.00032459370921387223,0.005518093056635827,0.0,False,,,0.009088623857988422,1,pillow,678798f6-0e44-48e9-bd6a-aa39a3edf8e1,0.14142135623730953,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,room0,0.1
0,0.3888888888888889,0.7962962962962963,0.3873419832340243,0.793128822812526,0.1111111111111111,True,11,table,0.9960222426017767,1,pillow,678798f6-0e44-48e9-bd6a-aa39a3edf8e1,0.0,28,pillow,9260cac3-0509-4ce5-9327-ea6648bcd116,room0,0.1
0,1.0,1.0,0.6561790807299079,0.6561790807299079,0.0603448275862069,False,,,0.6561790807299079,1,pillow,678798f6-0e44-48e9-bd6a-aa39a3edf8e1,0.0,33,pillow,a79fff03-b643-4f0a-a17e-6c6fd6c43b93,room0,0.1
2,0.0,0.0,0.0,0.0,0.0,True,88,ceiling,0.011342507484351488,2,stool,de9fde61-2b56-4f40-a0e6-545904ed15e8,0.6480740698407861,23,sofa chair,3cb7b117-0a9e-4527-9ba5-d2c2f127c7fb,room0,0.1
0,0.3333333333333333,0.6666666666666666,0.054843072551697625,0.10968614510339525,0.008771929824561403,True,88,ceiling,0.16452921765509287,2,stool,de9fde61-2b56-4f40-a0e6-545904ed15e8,0.0,25,sofa chair,583248ab-d845-460d-98d5-4bcb8d0c2ca9,room0,0.1
1,0.0,0.3157894736842105,0.0,0.0016403040114854387,0.0,False,,,0.005194296036370556,3,lamp,7043cb82-a128-454a-b5b4-6852adbd54e6,0.2,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,room0,0.1
2,0.0,0.03508771929824561,0.0,0.0,0.0,False,,,0.0,3,lamp,7043cb82-a128-454a-b5b4-6852adbd54e6,0.316227766016838,13,poster,3c63ee2d-f01e-4946-b9d5-3c600b56c4de,room0,0.1
0,0.0,0.3333333333333333,0.0,0.007078240610007233,0.0,False,,,0.0212347218300217,3,lamp,7043cb82-a128-454a-b5b4-6852adbd54e6,0.2,17,lamp,bad208e3-b02a-4b68-92f0-7154c7ad968a,room0,0.1
0,0.0,0.12280701754385964,0.0,0.00010138813020847027,0.0,False,,,0.0008255890602689723,3,lamp,7043cb82-a128-454a-b5b4-6852adbd54e6,0.223606797749979,33,pillow,a79fff03-b643-4f0a-a17e-6c6fd6c43b93,room0,0.1
1,0.0,1.0,0.0,0.8936127280484716,0.0,False,,,0.8936127280484716,3,lamp,7043cb82-a128-454a-b5b4-6852adbd54e6,0.2,42,lamp,e05e915e-d51d-49d2-80ed-42b6658e24f1,room0,0.1
1,0.0,0.0,0.0,0.0,0.0,False,,,0.0,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,0.469041575982343,13,poster,3c63ee2d-f01e-4946-b9d5-3c600b56c4de,room0,0.1
0,0.0,0.10256410256410256,0.0,1.2491018268284932e-05,0.0,False,,,0.00012178742811577809,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,0.2,17,lamp,bad208e3-b02a-4b68-92f0-7154c7ad968a,room0,0.1
1,0.0,0.0,0.0,0.0,0.0,False,,,0.014608790264600725,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,0.458257569495584,20,sofa chair,e0b22400-ef85-4fa7-a2cc-c1a9a2560507,room0,0.1
2,0.0,0.0,0.0,0.0,0.0,False,,,0.007759181193159865,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,0.37416573867739417,28,pillow,9260cac3-0509-4ce5-9327-ea6648bcd116,room0,0.1
0,0.23076923076923078,0.6923076923076923,0.004509288675373566,0.013527866026120699,0.0031496062992125984,False,,,0.019540250926618787,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,0.0,33,pillow,a79fff03-b643-4f0a-a17e-6c6fd6c43b93,room0,0.1
0,0.4835164835164835,0.8644688644688645,0.47858217524129537,0.8556469193708008,0.11834319526627218,False,,,0.9897949533399518,5,closet door,0e35b862-4869-4dca-ab87-1bbfd7a27854,0.0,14,closet door,2f829186-7d8e-4fe9-89f3-923bae59a495,room0,0.1
0,0.014652014652014652,0.054945054945054944,0.00037579219716371305,0.001409220739363924,0.0,False,,,0.025647817456423416,5,closet door,0e35b862-4869-4dca-ab87-1bbfd7a27854,0.1,17,lamp,bad208e3-b02a-4b68-92f0-7154c7ad968a,room0,0.1
2,0.0,0.0,0.0,0.0,0.0,True,48,wall,0.0,6,window,443a301b-2335-4cae-909d-1568e5c9f3aa,0.36055512754639896,7,toaster,3707df88-ffc3-4c08-a538-14ec8055a585,room0,0.1
0,0.0,0.18181818181818182,0.0,0.0,0.0,False,,,0.0,6,window,443a301b-2335-4cae-909d-1568e5c9f3aa,0.223606797749979,10,coffee kettle,58841b17-9b1b-4ecd-acd3-ef98f96b6a8d,room0,0.1
0,0.0,0.1111111111111111,0.0,0.0,0.0,False,,,0.0,6,window,443a301b-2335-4cae-909d-1568e5c9f3aa,0.28284271247461906,16,potted plant,80235437-22ca-4f34-b806-2a8ab240e0fd,room0,0.1
0,0.6,1.0,0.3594869086731704,0.5991448477886173,0.09090909090909091,False,,,0.5991448477886173,7,toaster,3707df88-ffc3-4c08-a538-14ec8055a585,0.0,10,coffee kettle,58841b17-9b1b-4ecd-acd3-ef98f96b6a8d,room0,0.1
