timestamp	method	scene	status	result
2026-08-21T19:58:04+08:00	ali	room0	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/room0/exps/ali_my_paper_main_aligned_room0_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_room0_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T19:58:41+08:00	ali	room0	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/room_0/results.json
2026-08-21T19:58:41+08:00	ali	room1	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/room1/exps/ali_my_paper_main_aligned_room1_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_room1_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T19:59:09+08:00	ali	room1	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/room_1/results.json
2026-08-21T19:59:09+08:00	ali	room2	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/room2/exps/ali_my_paper_main_aligned_room2_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_room2_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T19:59:41+08:00	ali	room2	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/room_2/results.json
2026-08-21T19:59:41+08:00	ali	office0	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/office0/exps/ali_my_paper_main_aligned_office0_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_office0_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T20:00:08+08:00	ali	office0	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/office_0/results.json
2026-08-21T20:00:08+08:00	ali	office1	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/office1/exps/ali_my_paper_main_aligned_office1_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_office1_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T20:00:35+08:00	ali	office1	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/office_1/results.json
2026-08-21T20:00:35+08:00	ali	office2	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/office2/exps/ali_my_paper_main_aligned_office2_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_office2_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T20:01:07+08:00	ali	office2	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/office_2/results.json
2026-08-21T20:01:07+08:00	ali	office3	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/office3/exps/ali_my_paper_main_aligned_office3_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_office3_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T20:01:44+08:00	ali	office3	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/office_3/results.json
2026-08-21T20:01:44+08:00	ali	office4	START	/home/chenkejun/beauty/conceptgraphs/data/Replica/office4/exps/ali_my_paper_main_aligned_office4_400f_stride5_bff233f_20260821/pcd_ali_my_paper_main_aligned_office4_400f_stride5_bff233f_20260821.pkl.gz
2026-08-21T20:02:19+08:00	ali	office4	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_ali_8scene/office_4/results.json
2026-08-21T20:02:19+08:00	main	room0	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/room0/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:02:57+08:00	main	room0	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/room_0/results.json
2026-08-21T20:02:57+08:00	main	room1	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/room1/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:03:29+08:00	main	room1	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/room_1/results.json
2026-08-21T20:03:29+08:00	main	room2	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/room2/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:04:02+08:00	main	room2	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/room_2/results.json
2026-08-21T20:04:02+08:00	main	office0	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/office0/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:04:39+08:00	main	office0	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/office_0/results.json
2026-08-21T20:04:39+08:00	main	office1	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/office1/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:05:07+08:00	main	office1	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/office_1/results.json
2026-08-21T20:05:07+08:00	main	office2	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/office2/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:05:45+08:00	main	office2	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/office_2/results.json
2026-08-21T20:05:45+08:00	main	office3	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/office3/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:06:28+08:00	main	office3	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/office_3/results.json
2026-08-21T20:06:28+08:00	main	office4	START	/home/chenkejun/beauty/conceptgraphs/results/main/replica_stride5/Replica/office4/pcd_saves/full_pcd_none_overlap_maskconf0.95_simsum1.2_dbscan.1_merge20_masksub_post.pkl.gz
2026-08-21T20:07:05+08:00	main	office4	COMPLETE	/home/chenkejun/beauty/conceptgraphs/results/ali-my/paper_main_aligned_20260821/replicassg_main_8scene/office_4/results.json
2026-08-21T20:07:05+08:00	ALL	ALL	COMPLETE	16 evaluations
