best_duplicate_pair_score,combined_anomaly_score,connected_components_26,duplicate_conflict_score,evidence_coverage,evidence_scope,evidence_supported_voxels,fragmentation_rank,fragmentation_score,gt_dominant_fraction,gt_dominant_id,gt_dominant_label,gt_eligible_member_observations,gt_false_split_incident,gt_identity_error,gt_overlap_hist,gt_overmerge,gt_overmerge_cross_class,gt_overmerge_same_class,gt_second_fraction,gt_second_id,gt_second_label,gt_substantial_instances,gt_supported_fraction,gt_supported_voxels,has_association_evidence_error,has_mask_evidence_error,is_background,label_hist,label_vote_entropy,largest_component_fraction,major_connected_components_26,major_label_region_count,mean_seen_count,mean_voxel_disagreement,median_seen_count,member_observations,mixed_mask_fraction,mixed_mask_observations,nonspatial_label_score,num_detections,object_index,object_uid,object_voxels,owner_label_entropy,predicted_label,primary_evidence_label,primary_evidence_label_id,pure_member_observations,scene,second_evidence_label,second_evidence_label_id,second_label_largest_region_fraction,semantic_conflict_score,stable_evidence_voxels,voxel_majority_entropy,voxel_majority_second_fraction,voxel_majority_top_fraction,voxel_size_m,wrong_association_fraction,wrong_association_observations
0.05360418166840225,0.5757575757575758,1,0.5606060606060606,1.0,all_history,753,0.3181818181818182,0.0,0.7901726427622842,10,ceiling,207,True,True,"[{""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.7901726427622842, ""voxels"": 595}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.6414342629482072, ""voxels"": 483}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.5683930942895087, ""voxels"": 428}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.5617529880478087, ""voxels"": 423}]",True,True,False,0.6414342629482072,4,chair,4,0.9136786188579017,688,True,True,False,"{""123"": 24, ""142"": 1, ""16"": 16244, ""165"": 9992, ""183"": 54053, ""184"": 1939, ""94"": 14}",0.4854598077795022,1.0,1,1,109.2523240371846,0.3504913622096826,100.0,207,0.17391304347826086,36,0.8484848484848485,207,0,4d32d276-88ef-401e-9008-00043c5c2433,753,0.7067190731915689,trash bin,trash bin,183,171,office0,bin,16,0.002688172043010753,0.5757575757575758,744,0.06617855086399804,0.00796812749003984,0.9827357237715804,0.025,0.7309941520467836,125
0.4517651530917278,0.9696969696969697,7,0.8333333333333334,0.9996484443663209,all_history,5687,0.9696969696969697,0.1332395851643523,0.7911759535946563,4,chair,240,True,True,"[{""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.7911759535946563, ""voxels"": 4501}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.7646335032518896, ""voxels"": 4350}, {""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.49868166637370365, ""voxels"": 2837}, {""gt_id"": 8, ""gt_label"": ""wall"", ""pred_fraction"": 0.4364563192125154, ""voxels"": 2483}, {""gt_id"": 51, ""gt_label"": ""wall"", ""pred_fraction"": 0.39585164352258745, ""voxels"": 2252}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.19441026542450343, ""voxels"": 1106}, {""gt_id"": 9, ""gt_label"": ""sofa"", ""pred_fraction"": 0.13868869748637722, ""voxels"": 789}, {""gt_id"": 52, ""gt_label"": ""other-leaf"", ""pred_fraction"": 0.011601335911407981, ""voxels"": 66}, {""gt_id"": 64, ""gt_label"": ""tablet"", ""pred_fraction"": 0.010546669010370891, ""voxels"": 60}]",True,True,False,0.7646335032518896,58,table,7,0.9776762172613817,5562,True,True,False,"{""114"": 835, ""123"": 2, ""125"": 6082, ""14"": 16943, ""159"": 374371, ""53"": 174274, ""58"": 6951}",0.4405223169779484,0.8667604148356477,2,3,101.8916827852998,0.3263725078478633,110.0,240,0.6125,147,0.696969696969697,240,1,f3bcde54-e766-4931-ae65-6c52d5db6d46,5689,0.6154682613599872,sofa chair,sofa chair,159,93,office0,couch,53,0.08399787347155768,0.7575757575757576,5643,0.21499788769271727,0.09231580798311939,0.9018814840865131,0.025,0.5161290322580645,48
0.05360418166840225,0.8787878787878788,4,0.5606060606060606,1.0,all_history,740,0.7575757575757576,0.010810810810810811,0.8918918918918919,10,ceiling,307,True,True,"[{""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.8918918918918919, ""voxels"": 660}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.6554054054054054, ""voxels"": 485}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.5824324324324325, ""voxels"": 431}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.49324324324324326, ""voxels"": 365}]",True,True,False,0.6554054054054054,58,table,4,0.9405405405405406,696,True,True,False,"{""123"": 15, ""125"": 516, ""142"": 2132, ""16"": 32209, ""165"": 18203, ""183"": 48272, ""184"": 2126, ""27"": 1823, ""58"": 249, ""94"": 6473}",0.6246841135943318,0.9891891891891892,1,1,151.37567567567567,0.5533301700797018,168.0,307,0.4560260586319218,140,0.8181818181818182,307,2,a66971cb-acd9-4720-9778-9505861322ca,740,0.6872412516060208,trash bin,trash bin,183,167,office0,bin,16,0.009497964721845319,0.8787878787878788,737,0.2831466686198153,0.04594594594594595,0.9054054054054054,0.025,0.49700598802395207,83
0.0,0.6363636363636364,1,0.19696969696969696,1.0,all_history,1163,0.3181818181818182,0.0,0.0,,,225,False,False,[],False,False,False,0.0,,,0,0.0,0,False,True,False,"{""1"": 1788, ""113"": 532, ""159"": 14979, ""164"": 6115, ""37"": 117844, ""58"": 153, ""77"": 47173}",0.5238214544461568,1.0,1,1,162.1530524505589,0.37743602914148966,192.0,225,0.5333333333333333,120,0.6060606060606061,225,3,d556506a-49aa-4a6e-8c3b-1cd841b4bdf4,1163,0.5914293361841719,chair,chair,37,105,office0,stool,164,0.00432152117545376,0.6363636363636364,1157,0.061139417802578894,0.006878761822871883,0.9862424763542562,0.025,0.0,0
0.5756801082427371,0.8939393939393939,2,0.8939393939393939,1.0,all_history,5294,0.6363636363636364,0.00018889308651304226,0.7051378919531545,4,chair,159,True,True,"[{""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.7051378919531545, ""voxels"": 3733}, {""gt_id"": 24, ""gt_label"": ""wall"", ""pred_fraction"": 0.3126180581790706, ""voxels"": 1655}, {""gt_id"": 12, ""gt_label"": ""table"", ""pred_fraction"": 0.2763505855685682, ""voxels"": 1463}, {""gt_id"": 66, ""gt_label"": ""tv-screen"", ""pred_fraction"": 0.27521722704949, ""voxels"": 1457}, {""gt_id"": 30, ""gt_label"": ""anonymize_picture"", ""pred_fraction"": 0.20457121269361542, ""voxels"": 1083}, {""gt_id"": 5, ""gt_label"": ""rug"", ""pred_fraction"": 0.09312429165092558, ""voxels"": 493}, {""gt_id"": 3, ""gt_label"": ""anonymize_picture"", ""pred_fraction"": 0.061390253116735925, ""voxels"": 325}, {""gt_id"": 57, ""gt_label"": ""clock"", ""pred_fraction"": 0.028333962976955042, ""voxels"": 150}, {""gt_id"": 11, ""gt_label"": ""camera"", ""pred_fraction"": 0.01511144692104269, ""voxels"": 80}, {""gt_id"": 25, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.01095579901775595, ""voxels"": 58}, {""gt_id"": 31, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.007744616547034379, ""voxels"": 41}, {""gt_id"": 45, ""gt_label"": ""wall-plug"", ""pred_fraction"": 0.006044578768417076, ""voxels"": 32}]",True,True,False,0.3126180581790706,24,wall,7,0.9686437476388364,5128,True,True,False,"{""108"": 5371, ""121"": 203, ""123"": 1841, ""132"": 1279, ""135"": 2808, ""136"": 4261, ""160"": 6137, ""187"": 305730, ""77"": 43}",0.16398903237098963,0.999811106913487,1,2,61.89516433698527,0.059705954307017035,67.0,159,0.8930817610062893,142,0.45454545454545453,159,4,9ee2b22c-1b4c-4162-ba8c-21a346dfaba6,5294,0.28723367606738764,tv,tv,187,17,office0,speaker,160,0.03577644556178689,0.696969696969697,5171,0.10765327332485623,0.03494522100491122,0.9567434831885153,0.025,1.0,17
0.4458269465346381,0.7878787878787878,10,0.7727272727272727,0.9993416721527321,all_history,1518,0.7878787878787878,0.017116524028966462,0.48650427913100724,51,wall,218,False,True,"[{""gt_id"": 51, ""gt_label"": ""wall"", ""pred_fraction"": 0.48650427913100724, ""voxels"": 739}]",False,False,False,0.0,,,1,0.48650427913100724,739,True,True,False,"{""109"": 182, ""117"": 22, ""119"": 15, ""128"": 567, ""159"": 1852, ""165"": 11, ""172"": 20467, ""173"": 34, ""174"": 1060, ""182"": 184, ""21"": 740, ""23"": 21, ""24"": 119, ""25"": 215, ""48"": 96345, ""53"": 1003, ""56"": 84, ""60"": 55167, ""61"": 3402, ""70"": 216, ""81"": 36, ""93"": 83}",0.3924291581168976,0.9828834759710335,1,5,119.77931488801055,0.45467416720736187,151.0,218,0.7752293577981652,169,0.6666666666666666,218,5,6e93297f-d5b9-47be-b76d-dcbc7c95cea2,1519,0.6076938957799232,coffee table,coffee table,48,49,office0,desk,60,0.02406417112299465,0.7878787878787878,1496,0.26133769057966494,0.08695652173913043,0.880764163372859,0.025,0.9183673469387755,45
0.08275403841688013,0.6212121212121212,1,0.6212121212121212,1.0,all_history,22,0.3181818181818182,0.0,0.9545454545454546,10,ceiling,31,True,True,"[{""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.9545454545454546, ""voxels"": 21}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.7727272727272727, ""voxels"": 17}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.7272727272727273, ""voxels"": 16}]",True,True,False,0.7727272727272727,58,table,3,0.9545454545454546,21,True,True,False,"{""120"": 144, ""123"": 14, ""132"": 432}",0.6018571575570163,1.0,1,1,26.818181818181817,0.24762435954352366,31.0,31,0.06451612903225806,2,1.0,31,6,9936e87a-c6b9-419e-9727-762ac54652c1,22,0.8238116333123173,power outlet,power outlet,132,29,office0,,,0.0,0.3939393939393939,22,0.0,0.0,1.0,0.025,0.27586206896551724,8
0.005915714785809599,0.7272727272727273,2,0.4696969696969697,0.9994031038599284,all_history,5023,0.7272727272727273,0.001591723040191062,0.8213290887385595,10,ceiling,150,True,True,"[{""gt_id"": 10, ""gt_label"": ""ceiling"", ""pred_fraction"": 0.8213290887385595, ""voxels"": 4128}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.5947075208913649, ""voxels"": 2989}, {""gt_id"": 58, ""gt_label"": ""table"", ""pred_fraction"": 0.22184639872662157, ""voxels"": 1115}, {""gt_id"": 21, ""gt_label"": ""lamp"", ""pred_fraction"": 0.1078392359729407, ""voxels"": 542}, {""gt_id"": 61, ""gt_label"": ""chair"", ""pred_fraction"": 0.08495821727019498, ""voxels"": 427}, {""gt_id"": 17, ""gt_label"": ""vent"", ""pred_fraction"": 0.08117787504974135, ""voxels"": 408}, {""gt_id"": 32, ""gt_label"": ""undefined"", ""pred_fraction"": 0.012136888181456426, ""voxels"": 61}, {""gt_id"": 14, ""gt_label"": ""undefined"", ""pred_fraction"": 0.00019896538002387584, ""voxels"": 1}]",True,True,False,0.5947075208913649,4,chair,6,0.9801034619976124,4926,True,True,False,"{""108"": 1489, ""121"": 8, ""123"": 35, ""136"": 1798, ""160"": 10, ""190"": 84, ""40"": 155322, ""42"": 115735, ""65"": 17762}",0.42565873988568365,0.9984082769598089,1,2,58.18096754927334,0.4516430003416161,43.0,150,0.7333333333333333,110,0.5757575757575758,150,7,f9871d19-ba20-4689-b1c9-3637d885018c,5026,0.5786477719612787,closet door,closet door,40,40,office0,closet wall,42,0.02342811373648378,0.7272727272727273,4994,0.15461871309881384,0.0800318534740195,0.911606609595859,0.025,0.9,36
0.0,0.9090909090909091,1,0.19696969696969696,1.0,all_history,1233,0.3181818181818182,0.0,0.12327656123276562,35,panel,246,False,True,"[{""gt_id"": 35, ""gt_label"": ""panel"", ""pred_fraction"": 0.12327656123276562, ""voxels"": 152}, {""gt_id"": 50, ""gt_label"": ""switch"", ""pred_fraction"": 0.09326845093268452, ""voxels"": 115}, {""gt_id"": 46, ""gt_label"": ""undefined"", ""pred_fraction"": 0.07218167072181671, ""voxels"": 89}, {""gt_id"": 36, ""gt_label"": ""switch"", ""pred_fraction"": 0.0373073803730738, ""voxels"": 46}]",True,True,False,0.09326845093268452,50,switch,3,0.20519059205190593,253,True,True,False,"{""1"": 796, ""103"": 792, ""113"": 6609, ""114"": 9267, ""159"": 11993, ""164"": 13139, ""171"": 981, ""25"": 990, ""37"": 74659, ""58"": 195, ""77"": 58652}",0.622871492343888,1.0,1,1,144.42254663422545,0.5688412295511238,165.0,246,0.9796747967479674,241,0.7575757575757576,246,8,9d5b4b06-4665-481a-953c-e71ecb925abd,1233,0.6283395737741961,chair,chair,37,5,office0,folded chair,77,0.01957585644371941,0.9090909090909091,1226,0.1691736404663958,0.06569343065693431,0.9213300892133008,0.025,1.0,5
0.5756801082427371,0.9696969696969697,1,0.8939393939393939,1.0,all_history,290,0.3181818181818182,0.0,0.7724137931034483,12,table,66,False,True,"[{""gt_id"": 12, ""gt_label"": ""table"", ""pred_fraction"": 0.7724137931034483, ""voxels"": 224}, {""gt_id"": 4, ""gt_label"": ""chair"", ""pred_fraction"": 0.6862068965517242, ""voxels"": 199}, {""gt_id"": 66, ""gt_label"": ""tv-screen"", ""pred_fraction"": 0.3689655172413793, ""voxels"": 107}, {""gt_id"": 24, ""gt_label"": ""wall"", ""pred_fraction"": 0.22413793103448276, ""voxels"": 65}]",True,True,False,0.6862068965517242,4,chair,4,0.9586206896551724,278,True,True,False,"{""132"": 1249, ""135"": 2854, ""160"": 6299, ""187"": 4717}",0.9008956649848451,1.0,1,4,52.13448275862069,0.4727355611040374,40.0,66,0.4696969696969697,31,0.9696969696969697,66,9,c4bd14d3-0681-4b6f-b5a6-0caddcae1b24,290,0.819164594835246,speaker,speaker,160,35,office0,tv,187,0.1413793103448276,0.9696969696969697,290,0.5967976435165345,0.1896551724137931,0.7034482758620689,0.025,0.2857142857142857,10
