gt_index,gt_instance_id,gt_label,gt_voxels,best_predicted_index,best_predicted_label,best_voxel_iou,maximum_coverage,overlap_prediction_count,overlap_prediction_count_coverage_0p01,overlap_prediction_count_coverage_0p05
0,15,blinds,507,26,blinds,1.0,1.0,1,1,1
1,16,door,808,26,blinds,0.5237543453070683,0.5594059405940595,2,1,1
2,24,wall,4210,24,ceiling,0.12435322525008624,0.17125890736342042,8,6,2
3,61,chair,2830,25,sofa chair,0.07566339947406168,0.22367491166077738,7,5,4
4,10,ceiling,6935,3,closet door,0.15969209237228832,0.16770007209805335,10,7,5
5,14,undefined,500,5,picture,0.2658072437077962,0.866,2,1,1
6,21,lamp,211,3,closet door,0.1237410071942446,0.8151658767772512,2,2,2
7,37,lamp,215,5,picture,0.0750151240169389,0.5767441860465117,1,1,1
8,40,undefined,19,5,picture,0.011516314779270634,0.9473684210526315,1,1,1
9,44,desk-organizer,1026,11,potted plant,0.28405422853453843,0.42884990253411304,2,2,2
10,54,undefined,26,5,picture,0.01599488163787588,0.9615384615384616,1,1,1
11,64,tablet,70,25,sofa chair,0.003538684252855075,0.3142857142857143,2,2,2
12,8,wall,3795,12,sofa chair,0.12341035285688698,0.18840579710144928,7,6,4
13,29,undefined,72,,,0.0,0.0,0,0,0
14,30,anonymize_picture,317,0,tv,0.2077831827658096,0.943217665615142,1,1,1
15,46,undefined,37,4,chair,0.10571428571428572,1.0,1,1,1
16,48,undefined,24,5,picture,0.015364916773367477,1.0,1,1,1
17,50,switch,47,4,chair,0.13428571428571429,1.0,1,1,1
18,51,wall,2133,12,sofa chair,0.1814454126089185,0.3319268635724332,5,5,4
19,57,clock,49,0,tv,0.032303370786516857,0.9387755102040817,1,1,1
20,66,tv-screen,779,0,tv,0.2650948821161587,0.5917843388960206,3,3,2
21,4,chair,9128,5,picture,0.16006511123168746,0.19127957931638914,14,9,5
22,3,anonymize_picture,439,0,tv,0.053824362606232294,0.2164009111617312,1,1,1
23,5,rug,4532,11,potted plant,0.14360041623309053,0.24227714033539277,10,6,3
24,63,floor,428,7,stuffed animal,0.12151898734177215,0.22429906542056074,2,2,2
25,12,table,525,0,tv,0.29045092838196285,0.8342857142857143,2,2,2
26,42,undefined,617,24,ceiling,0.028471001757469243,0.1312803889789303,1,1,1
27,22,indoor-plant,94,24,ceiling,0.0398096062310688,0.9787234042553191,1,1,1
28,11,camera,29,0,tv,0.018973998594518624,0.9310344827586207,1,1,1
29,25,wall-plug,20,0,tv,0.014074595355383532,1.0,1,1,1
30,31,wall-plug,14,0,tv,0.009852216748768473,1.0,1,1,1
31,45,wall-plug,12,0,tv,0.00844475721323012,1.0,1,1,1
32,0,unknown,1744,16,floor,0.12329724065665386,0.21043577981651376,7,5,4
33,17,vent,224,23,vent,0.23660714285714285,0.5133928571428571,2,2,2
34,58,table,7452,12,sofa chair,0.2099683158664392,0.23121309715512614,9,7,5
35,7,sofa,1021,12,sofa chair,0.22607781282860148,0.6317335945151812,4,3,2
36,9,sofa,2860,18,window,0.2037914691943128,0.26223776223776224,6,5,3
37,34,bin,85,16,floor,0.03661784287616511,0.6470588235294118,1,1,1
38,28,tissue-paper,364,27,tissue-paper,1.0,1.0,1,1,1
39,52,other-leaf,25,25,sofa chair,0.004052520667855406,1.0,2,2,2
40,32,undefined,21,3,closet door,0.014792899408284023,0.9523809523809523,1,1,1
41,35,panel,61,4,chair,0.1643059490084986,0.9508196721311475,1,1,1
42,36,switch,19,4,chair,0.054285714285714284,1.0,1,1,1
43,19,bin,99,16,floor,0.015513897866839044,0.24242424242424243,2,2,1
44,18,wall,51,26,blinds,0.031423290203327174,0.3333333333333333,2,2,1
45,27,wall-plug,2,,,0.0,0.0,0,0,0
46,1,anonymize_text,173,27,tissue-paper,0.47527472527472525,1.0,1,1,1
47,55,undefined,16,5,picture,0.010243277848911651,1.0,1,1,1
48,56,pillar,12,24,ceiling,0.00519705500216544,1.0,1,1,1
49,26,wall,229,24,ceiling,0.09917713295799047,1.0,1,1,1
50,20,blinds,182,24,ceiling,0.07416990081931867,0.945054945054945,1,1,1
51,23,plant-stand,17,24,ceiling,0.006926406926406926,0.9411764705882353,1,1,1
