gt_index,gt_instance_id,gt_label,gt_voxels,best_predicted_index,best_predicted_label,best_voxel_iou,maximum_coverage,overlap_prediction_count,overlap_prediction_count_coverage_0p01,overlap_prediction_count_coverage_0p05
0,2,cabinet,5383,5,closet door,0.3363248491981757,0.4246702582203232,2,2,2
1,3,book,121,,,0.0,0.0,0,0,0
2,4,book,143,,,0.0,0.0,0,0,0
3,6,lamp,4266,17,lamp,0.13276038223450928,0.5178152836380685,5,4,3
4,7,table,856,17,lamp,0.04120860592162946,0.7137850467289719,1,1,1
5,9,sofa,6530,13,poster,0.22575704017909745,0.557427258805513,3,3,2
6,20,undefined,392,17,lamp,0.01298877012582871,0.4897959183673469,1,1,1
7,25,floor,13797,17,lamp,0.18216279263517454,0.3169529607885772,9,6,3
8,27,table,666,17,lamp,0.03565849351355023,0.7882882882882883,1,1,1
9,30,blinds,86,,,0.0,0.0,0,0,0
10,39,stool,941,67,end table,0.02435723951285521,0.33156216790648246,4,4,1
11,40,lamp,3256,12,cabinet,0.2469289379567719,0.4877149877149877,4,4,3
12,41,stool,732,17,lamp,0.047325947202845026,0.9453551912568307,1,1,1
13,42,window,1318,15,sofa chair,0.019596541786743516,0.025796661608497723,3,3,0
14,45,vase,703,,,0.0,0.0,0,0,0
15,46,pillar,1017,15,sofa chair,0.05082319255547602,0.06981317600786627,1,1,1
16,47,undefined,2357,12,cabinet,0.1592315206773038,0.41493423843869326,2,2,2
17,48,wall,14267,12,cabinet,0.08662136698452579,0.10632929137169693,6,4,3
18,50,blinds,1605,0,stool,0.0853228962818004,0.13582554517133957,3,3,1
19,57,wall,7738,0,stool,0.10936721474838067,0.1134660118893771,7,4,2
20,60,rug,7391,17,lamp,0.19867983197861547,0.4927614666486267,7,4,3
21,62,window,72,,,0.0,0.0,0,0,0
22,65,plate,328,,,0.0,0.0,0,0,0
23,67,undefined,255,,,0.0,0.0,0,0,0
24,68,vent,1620,2,stool,0.07155445893549524,0.12530864197530864,1,1,1
25,71,cushion,784,13,poster,0.09242317616701853,0.5025510204081632,2,2,2
26,79,candle,207,,,0.0,0.0,0,0,0
27,81,undefined,17157,39,blinds,0.17856995161490427,0.27015212449728976,5,3,3
28,85,book,131,,,0.0,0.0,0,0,0
29,88,ceiling,78114,70,blinds,0.20604061160888196,0.2166705072074148,36,9,3
30,11,table,3231,33,pillow,0.2717523763100171,0.6901887960383782,7,6,4
31,23,wall,9,,,0.0,0.0,0,0,0
32,1,undefined,799,19,ceiling,0.002649225929298783,0.04005006257822278,1,1,0
33,18,cushion,509,13,poster,0.12272610812195747,0.9410609037328095,2,2,2
34,33,wall,26003,44,ceiling,0.2516893546175693,0.3953389993462293,5,5,3
35,36,door,4000,17,lamp,0.012201764898137051,0.056,2,1,1
36,61,window,3455,26,ceiling light,0.08095676172953081,0.12185238784370478,3,3,3
37,14,undefined,342,19,ceiling,0.026784140969162994,0.8888888888888888,1,1,1
38,16,switch,229,19,ceiling,0.018083980239943544,0.8951965065502183,2,2,2
39,0,unknown,10095,70,blinds,0.10176708537364275,0.2841010401188707,4,3,3
40,31,wall-plug,65,0,stool,0.05384615384615385,0.9692307692307692,1,1,1
41,52,undefined,55,2,stool,0.004768392370572207,0.12727272727272726,1,1,1
42,49,lamp,252,0,stool,0.21367521367521367,0.9920634920634921,1,1,1
43,54,undefined,441,1,pillow,0.18102508178844057,0.5668934240362812,3,3,3
44,75,basket,513,15,sofa chair,0.2601307189542484,0.38791423001949316,3,3,3
45,77,sofa,4676,33,pillow,0.26906643879512926,0.5387082976903336,8,3,2
46,86,blanket,1591,67,end table,0.2143658810325477,0.40917661847894404,5,4,3
47,12,book,799,28,pillow,0.2625,0.4793491864831039,3,3,3
48,59,book,799,28,pillow,0.3314500941619586,0.4518147684605757,3,3,3
49,43,pot,654,28,pillow,0.4131403118040089,0.5672782874617737,3,3,3
50,24,undefined,195,28,pillow,0.22171945701357465,0.7538461538461538,2,2,2
51,55,plant-stand,459,29,pillow,0.15456238361266295,0.8278867102396514,3,3,3
52,35,indoor-plant,556,29,pillow,0.09298780487804878,0.9046762589928058,4,4,3
53,70,cushion,1288,13,poster,0.09389571852479864,0.5698757763975155,2,2,2
54,8,cushion,1752,17,lamp,0.08071986237925102,0.6963470319634704,2,2,1
55,63,picture,8544,44,ceiling,0.28693757406628695,0.8785112359550562,2,2,1
56,73,chair,6143,33,pillow,0.2695453680806544,0.46133810841608336,7,6,3
57,74,chair,4427,46,radiator,0.16637443989869471,0.21888412017167383,3,3,3
58,10,table,1362,33,pillow,0.09833333333333333,0.5631424375917768,2,2,1
59,72,cushion,1430,31,pillow,0.23919308357348704,0.7769230769230769,4,4,2
60,89,wall,10608,39,blinds,0.1041802907590925,0.19523001508295626,8,6,3
61,93,table,514,,,0.0,0.0,0,0,0
62,5,cushion,658,,,0.0,0.0,0,0,0
63,69,cushion,1194,46,radiator,0.06661502711076685,0.1440536013400335,3,3,2
64,92,book,370,33,pillow,0.0014542570068746695,0.02972972972972973,1,1,0
65,13,cushion,570,,,0.0,0.0,0,0,0
66,32,cushion,694,15,sofa chair,0.11273080660835763,0.2478386167146974,4,4,3
67,84,pillar,3509,65,floor,0.06729939603106126,0.11712738671986321,4,2,2
68,90,book,425,,,0.0,0.0,0,0,0
69,19,blinds,3414,38,armchair,0.8285065303804656,0.8547158758055068,4,4,2
70,21,blinds,3845,45,coffee table,0.12738386308068458,0.13550065019505853,3,3,2
71,26,window,1611,45,coffee table,0.0513047324192835,0.11793916821849783,5,3,3
72,38,window,3846,45,coffee table,0.12214111922141119,0.13052522100884034,3,3,2
73,87,lamp,825,,,0.0,0.0,0,0,0
74,15,blinds,4141,39,blinds,0.36318013734812465,0.9961361989857522,1,1,1
75,17,window,599,39,blinds,0.052812555104919764,1.0,1,1,1
76,80,wall-plug,150,33,pillow,0.020818875780707843,1.0,1,1,1
77,64,vent,103,48,armchair,0.029802397149335923,0.8932038834951457,1,1,1
78,83,lamp,7181,62,end table,0.2114159046827376,0.2125052221139117,14,8,3
79,78,lamp,1544,34,coffee table,0.3733681462140992,0.7409326424870466,6,6,5
80,44,wall-plug,155,33,pillow,0.021229360344109893,0.9870967741935484,1,1,1
81,51,undefined,160,34,coffee table,0.05451829723674384,0.9125,2,1,1
82,56,wall-plug,101,33,pillow,0.014018043025676613,1.0,1,1,1
83,91,window,361,,,0.0,0.0,0,0,0
84,34,blinds,1078,34,coffee table,0.0005347593582887701,0.0018552875695732839,1,0,0
85,37,undefined,31,,,0.0,0.0,0,0,0
86,53,undefined,71,34,coffee table,0.025881470367591898,0.971830985915493,1,1,1
87,28,window,2566,33,pillow,0.015907673112913287,0.05962587685113016,2,2,1
88,22,blinds,3812,34,coffee table,0.2265151515151515,0.31374606505771246,6,5,2
89,29,window,1766,15,sofa chair,0.007269422989550204,0.009060022650056626,5,0,0
90,58,blinds,1993,15,sofa chair,0.003696098562628337,0.004515805318615153,2,0,0
