bbox_gap_voxels,contact_fraction_r1,contact_fraction_r2,duplicate_score_r1,duplicate_score_r2,exact_voxel_iou,gt_false_split_pair,gt_instance_id,gt_instance_label,label_hist_cosine,left_index,left_label,left_uid,min_distance_m,right_index,right_label,right_uid,scene,voxel_size_m
1,0.0,0.0,0.0,0.0,0.0,False,,,0.0,0,stool,16e7132b-7232-4e5e-9c2e-8f00323bae27,0.2304886114323222,15,sofa chair,911fae52-0421-4ddc-975c-8132bce72db2,room0,0.025
1,0.0,0.0,0.0,0.0,0.0,False,,,0.0014908579288538172,1,pillow,678798f6-0e44-48e9-bd6a-aa39a3edf8e1,0.1436140661634507,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,room0,0.025
0,0.183739837398374,0.2943089430894309,0.18351614438367095,0.2939506383490659,0.04401993355481727,True,11,table,0.9987825557164393,1,pillow,678798f6-0e44-48e9-bd6a-aa39a3edf8e1,0.0,28,pillow,9260cac3-0509-4ce5-9327-ea6648bcd116,room0,0.025
0,0.5965732087227414,0.838006230529595,0.22668736902121858,0.3184276880768031,0.02588573669760753,False,,,0.37998248279796953,1,pillow,678798f6-0e44-48e9-bd6a-aa39a3edf8e1,0.0,33,pillow,a79fff03-b643-4f0a-a17e-6c6fd6c43b93,room0,0.025
0,0.012987012987012988,0.06493506493506493,0.0,0.0,0.0,True,88,ceiling,0.0,2,stool,de9fde61-2b56-4f40-a0e6-545904ed15e8,0.025,25,sofa chair,583248ab-d845-460d-98d5-4bcb8d0c2ca9,room0,0.025
0,0.028935185185185185,0.07060185185185185,0.00020557296670186995,0.0005015980387525627,0.0008682709005209626,False,,,0.007104601729216626,4,end table,32f5de75-381d-4db0-91c7-c41d61dacf55,0.0,33,pillow,a79fff03-b643-4f0a-a17e-6c6fd6c43b93,room0,0.025
0,0.1970649895178197,0.2645003494060098,0.18818359352989783,0.25257975230874585,0.037962670041126224,False,,,0.9549316395080986,5,closet door,0e35b862-4869-4dca-ab87-1bbfd7a27854,0.0,14,closet door,2f829186-7d8e-4fe9-89f3-923bae59a495,room0,0.025
0,0.0002702702702702703,0.004324324324324324,2.7424650342567158e-06,4.387944054810745e-05,0.0,False,,,0.010147120626749849,5,closet door,0e35b862-4869-4dca-ab87-1bbfd7a27854,0.025,17,lamp,bad208e3-b02a-4b68-92f0-7154c7ad968a,room0,0.025
0,0.17721518987341772,0.33544303797468356,0.019309068912128555,0.03654930901224333,0.01904761904761905,False,,,0.10895831743272541,7,toaster,3707df88-ffc3-4c08-a538-14ec8055a585,0.0,10,coffee kettle,58841b17-9b1b-4ecd-acd3-ef98f96b6a8d,room0,0.025
0,0.2974683544303797,0.5506329113924051,0.16123509693156193,0.298456456022253,0.0046957942017149855,False,,,0.5420243684082295,7,toaster,3707df88-ffc3-4c08-a538-14ec8055a585,0.0,12,cabinet,05a76b48-14a2-4f04-b6d7-cd3efeaad3f2,room0,0.025
0,0.8048780487804879,1.0,0.027706056982646648,0.03442267685722765,0.0008212990212853329,True,25,floor,0.03442267685722765,8,power outlet,3ffc8638-920f-4cc0-af28-54796bcb0e25,0.0,17,lamp,bad208e3-b02a-4b68-92f0-7154c7ad968a,room0,0.025
0,0.5825242718446602,0.9611650485436893,0.01678952199688965,0.027702711294867927,0.0010907355647965097,True,25,floor,0.028822012761327235,9,light switch,ed442ce2-acfd-4166-b5e9-3832c23f1fe4,0.0,17,lamp,bad208e3-b02a-4b68-92f0-7154c7ad968a,room0,0.025
