both_positive_ap_lift,mean_auroc,min_auroc,office0_auroc,room0_auroc,score,target
True,1.0,1.0,1.0,1.0,combined_top2_mean,geometry_partition_2cm
True,1.0,1.0,1.0,1.0,mean_owner_entropy,geometry_partition_2cm
True,1.0,1.0,1.0,1.0,multi_owner_voxel_fraction,geometry_partition_2cm
True,1.0,1.0,1.0,1.0,pair_conflict,geometry_partition_2cm
True,1.0,1.0,1.0,1.0,voxel_mean_disagreement,geometry_partition_2cm
True,1.0,1.0,1.0,1.0,combined_top2_mean,geometry_partition_5cm
True,1.0,1.0,1.0,1.0,mean_owner_entropy,geometry_partition_5cm
True,1.0,1.0,1.0,1.0,multi_owner_voxel_fraction,geometry_partition_5cm
True,1.0,1.0,1.0,1.0,pair_conflict,geometry_partition_5cm
True,1.0,1.0,1.0,1.0,voxel_mean_disagreement,geometry_partition_5cm
True,1.0,1.0,1.0,1.0,combined_top2_mean,geometry_partition_7cm
True,1.0,1.0,1.0,1.0,mean_owner_entropy,geometry_partition_7cm
True,1.0,1.0,1.0,1.0,multi_owner_voxel_fraction,geometry_partition_7cm
True,1.0,1.0,1.0,1.0,pair_conflict,geometry_partition_7cm
True,1.0,1.0,1.0,1.0,voxel_mean_disagreement,geometry_partition_7cm
True,0.9583333333333333,0.9166666666666666,0.9166666666666666,1.0,frozen_combined_max,geometry_partition_2cm
True,0.9583333333333333,0.9166666666666666,0.9166666666666666,1.0,owner_overlap_mean,geometry_partition_2cm
True,0.9583333333333333,0.9166666666666666,0.9166666666666666,1.0,frozen_combined_max,geometry_partition_5cm
True,0.9583333333333333,0.9166666666666666,0.9166666666666666,1.0,owner_overlap_mean,geometry_partition_5cm
True,0.9583333333333333,0.9166666666666666,0.9166666666666666,1.0,frozen_combined_max,geometry_partition_7cm
True,0.9583333333333333,0.9166666666666666,0.9166666666666666,1.0,owner_overlap_mean,geometry_partition_7cm
True,0.9166666666666666,0.8333333333333333,0.8333333333333333,1.0,combined_mean,geometry_partition_2cm
True,0.9166666666666666,0.8333333333333333,0.8333333333333333,1.0,framebalanced_mean_disagreement,geometry_partition_2cm
True,0.9166666666666666,0.8333333333333333,0.8333333333333333,1.0,combined_mean,geometry_partition_5cm
True,0.9166666666666666,0.8333333333333333,0.8333333333333333,1.0,framebalanced_mean_disagreement,geometry_partition_5cm
True,0.9166666666666666,0.8333333333333333,0.8333333333333333,1.0,combined_mean,geometry_partition_7cm
True,0.9166666666666666,0.8333333333333333,0.8333333333333333,1.0,framebalanced_mean_disagreement,geometry_partition_7cm
True,0.8452380952380951,0.8333333333333333,0.8333333333333333,0.8571428571428571,foreign_owner_link_fraction,geometry_partition_2cm
True,0.8452380952380951,0.8333333333333333,0.8333333333333333,0.8571428571428571,foreign_owner_link_fraction,geometry_partition_5cm
True,0.8452380952380951,0.8333333333333333,0.8333333333333333,0.8571428571428571,foreign_owner_link_fraction,geometry_partition_7cm
True,0.8287037037037037,0.7199074074074074,0.9375,0.7199074074074074,nonspatial_owner_label_entropy,sidecar_original_unified
True,0.7931674360521405,0.702037351443124,0.884297520661157,0.702037351443124,nonspatial_owner_label_entropy,sidecar_original_mask
True,0.8149038461538461,0.6923076923076923,0.9375,0.6923076923076923,nonspatial_owner_label_entropy,sidecar_strict_unified
True,0.7768048449866631,0.6693121693121693,0.884297520661157,0.6693121693121693,nonspatial_owner_label_entropy,sidecar_strict_mask
True,0.8333333333333334,0.6666666666666667,0.6666666666666667,1.0,combined_top2_mean,geometry_overmerge_2cm
True,0.8333333333333334,0.6666666666666667,0.6666666666666667,1.0,combined_top2_mean,geometry_overmerge_5cm
True,0.8333333333333334,0.6666666666666667,0.6666666666666667,1.0,combined_top2_mean,geometry_overmerge_7cm
True,0.7261904761904763,0.6666666666666667,0.6666666666666667,0.7857142857142857,multi_owner_voxel_fraction,geometry_overmerge_2cm
True,0.7261904761904763,0.6666666666666667,0.6666666666666667,0.7857142857142857,multi_owner_voxel_fraction,geometry_overmerge_5cm
True,0.7261904761904763,0.6666666666666667,0.6666666666666667,0.7857142857142857,multi_owner_voxel_fraction,geometry_overmerge_7cm
True,0.8333333333333333,0.6666666666666666,0.6666666666666666,1.0,frozen_semantic_max,geometry_partition_2cm
True,0.8333333333333333,0.6666666666666666,0.6666666666666666,1.0,frozen_semantic_max,geometry_partition_5cm
True,0.8333333333333333,0.6666666666666666,0.6666666666666666,1.0,frozen_semantic_max,geometry_partition_7cm
True,0.735897435897436,0.6384615384615384,0.8333333333333334,0.6384615384615384,framebalanced_mean_disagreement,sidecar_strict_unified
True,0.6425137362637363,0.6153846153846153,0.6696428571428572,0.6153846153846153,voxel_second_region,sidecar_strict_association
True,0.6387362637362637,0.6071428571428571,0.6071428571428571,0.6703296703296704,mean_owner_entropy,sidecar_strict_association
True,0.6236263736263736,0.6043956043956044,0.6428571428571428,0.6043956043956044,voxel_second_fraction,sidecar_strict_association
True,0.7137773842319297,0.6031746031746031,0.8243801652892562,0.6031746031746031,framebalanced_mean_disagreement,sidecar_strict_mask
True,0.6067994505494505,0.5982142857142857,0.5982142857142857,0.6153846153846154,multi_owner_voxel_fraction,sidecar_strict_association
True,0.6309912854030502,0.5860566448801743,0.675925925925926,0.5860566448801743,framebalanced_majority_entropy,sidecar_original_association
True,0.7916666666666667,0.5833333333333334,0.5833333333333334,1.0,frozen_combined_max,geometry_overmerge_2cm
True,0.7916666666666667,0.5833333333333334,0.5833333333333334,1.0,frozen_combined_max,geometry_overmerge_5cm
True,0.7916666666666667,0.5833333333333334,0.5833333333333334,1.0,frozen_combined_max,geometry_overmerge_7cm
True,0.6488095238095238,0.5833333333333334,0.5833333333333334,0.7142857142857143,owner_overlap_mean,geometry_overmerge_2cm
True,0.6488095238095238,0.5833333333333334,0.5833333333333334,0.7142857142857143,owner_overlap_mean,geometry_overmerge_5cm
True,0.6488095238095238,0.5833333333333334,0.5833333333333334,0.7142857142857143,owner_overlap_mean,geometry_overmerge_7cm
True,0.5858516483516483,0.5824175824175823,0.5892857142857143,0.5824175824175823,voxel_majority_entropy,sidecar_strict_association
True,0.7025126632897893,0.5806451612903225,0.8243801652892562,0.5806451612903225,framebalanced_mean_disagreement,sidecar_original_mask
True,0.6363324175824175,0.5803571428571428,0.5803571428571428,0.6923076923076923,foreign_owner_link_fraction,sidecar_strict_association
True,0.6121222527472527,0.5758928571428571,0.5758928571428571,0.6483516483516483,owner_overlap_mean,sidecar_strict_association
True,0.6383442265795207,0.5729847494553377,0.7037037037037037,0.5729847494553377,voxel_majority_entropy,sidecar_original_association
True,0.7023809523809523,0.5714285714285714,0.8333333333333334,0.5714285714285714,mean_owner_entropy,geometry_overmerge_2cm
True,0.7023809523809523,0.5714285714285714,0.8333333333333334,0.5714285714285714,mean_owner_entropy,geometry_overmerge_5cm
True,0.7023809523809523,0.5714285714285714,0.8333333333333334,0.5714285714285714,mean_owner_entropy,geometry_overmerge_7cm
True,0.6535947712418301,0.5664488017429194,0.7407407407407407,0.5664488017429194,voxel_second_region,sidecar_original_association
True,0.6328983516483516,0.5604395604395604,0.7053571428571428,0.5604395604395604,framebalanced_majority_entropy,sidecar_strict_association
True,0.636437908496732,0.5599128540305011,0.712962962962963,0.5599128540305011,voxel_second_fraction,sidecar_original_association
True,0.561125322488959,0.5582010582010583,0.5640495867768596,0.5582010582010583,voxel_mean_disagreement,sidecar_strict_mask
True,0.6912037037037038,0.549074074074074,0.8333333333333334,0.549074074074074,framebalanced_mean_disagreement,sidecar_original_unified
True,0.5553694453408916,0.5466893039049237,0.5640495867768596,0.5466893039049237,voxel_mean_disagreement,sidecar_original_mask
True,0.633070054945055,0.5384615384615384,0.7276785714285714,0.5384615384615384,combined_mean,sidecar_strict_association
True,0.5661057692307692,0.5384615384615384,0.59375,0.5384615384615384,fragmentation,sidecar_strict_association
True,0.5563725490196079,0.5294117647058824,0.5833333333333334,0.5294117647058824,fragmentation,sidecar_original_association
True,0.6092047930283224,0.5239651416122004,0.6944444444444445,0.5239651416122004,multi_owner_voxel_fraction,sidecar_original_association
True,0.5528490028490028,0.5185185185185185,0.5185185185185185,0.5871794871794872,voxel_mean_disagreement,sidecar_strict_unified
True,0.5827886710239651,0.517429193899782,0.6481481481481483,0.517429193899782,owner_overlap_mean,sidecar_original_association
True,0.6343954248366013,0.514161220043573,0.7546296296296295,0.514161220043573,combined_mean,sidecar_original_association
True,0.5394230769230769,0.5138888888888888,0.5138888888888888,0.564957264957265,combined_mean,sidecar_strict_unified
True,0.5352496829769557,0.5105820105820106,0.5599173553719008,0.5105820105820106,combined_mean,sidecar_strict_mask
True,0.5532944889005496,0.5082644628099173,0.5082644628099173,0.5983245149911817,framebalanced_semantic_mean,sidecar_strict_mask
True,0.5395736575509689,0.5082644628099173,0.5082644628099173,0.5708828522920204,framebalanced_semantic_mean,sidecar_original_mask
True,0.6056644880174291,0.5076252723311546,0.7037037037037037,0.5076252723311546,mean_owner_entropy,sidecar_original_association
False,0.536295494628828,0.5044091710758378,0.5681818181818181,0.5044091710758378,fragmentation,sidecar_strict_mask
True,0.75,0.5,0.5,1.0,combined_mean,geometry_overmerge_2cm
False,0.75,0.5,0.5,1.0,fragmentation,geometry_overmerge_2cm
True,0.75,0.5,0.5,1.0,combined_mean,geometry_overmerge_5cm
False,0.75,0.5,0.5,1.0,fragmentation,geometry_overmerge_5cm
True,0.75,0.5,0.5,1.0,combined_mean,geometry_overmerge_7cm
False,0.75,0.5,0.5,1.0,fragmentation,geometry_overmerge_7cm
True,0.75,0.5,0.5,1.0,framebalanced_semantic_mean,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,persistent_conflict_fraction,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,semantic_mean,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,voxel_vote_entropy,geometry_partition_2cm
True,0.75,0.5,0.5,1.0,framebalanced_semantic_mean,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,persistent_conflict_fraction,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,semantic_mean,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,voxel_vote_entropy,geometry_partition_5cm
True,0.75,0.5,0.5,1.0,framebalanced_semantic_mean,geometry_partition_7cm
True,0.75,0.5,0.5,1.0,persistent_conflict_fraction,geometry_partition_7cm
True,0.75,0.5,0.5,1.0,semantic_mean,geometry_partition_7cm
True,0.75,0.5,0.5,1.0,voxel_vote_entropy,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,framebalanced_majority_entropy,geometry_overmerge_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,voxel_majority_entropy,geometry_overmerge_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,framebalanced_majority_entropy,geometry_overmerge_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,voxel_majority_entropy,geometry_overmerge_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,framebalanced_majority_entropy,geometry_overmerge_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428572,voxel_majority_entropy,geometry_overmerge_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_majority_entropy,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_fraction,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region,geometry_partition_2cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_majority_entropy,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_fraction,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region,geometry_partition_5cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,framebalanced_majority_entropy,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_majority_entropy,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_fraction,geometry_partition_7cm
True,0.6785714285714286,0.5,0.5,0.8571428571428571,voxel_second_region,geometry_partition_7cm
True,0.6071428571428572,0.5,0.5,0.7142857142857143,foreign_owner_link_fraction,geometry_overmerge_2cm
True,0.6071428571428572,0.5,0.5,0.7142857142857143,foreign_owner_link_fraction,geometry_overmerge_5cm
